cumuCO2, costs
0.5658653846153846, -0.273209549071618
0.5997596153846154, 0.41909814323607364
0.5161057692307692, 0.10875331564986634
0.5175480769230769, 0.2241379310344822
0.5370192307692307, 0.8010610079575589
0.5276442307692308, 0.8885941644562338
0.5572115384615385, 2.1777188328912462
0.5049278846153846, 0.4509283819628642
0.4995192307692309, 0.6737400530503974
0.47680288461538456, 1.226790450928382
0.48040865384615394, 1.1671087533156488
0.470673076923077, 1.043766578249337
0.4346153846153846, 0.4827586206896539
0.428125, 0.5185676392572942
0.4501201923076923, 1.1034482758620685
0.4594951923076923, 1.819628647214854
0.4367788461538462, 1.3580901856763923
0.4717548076923077, 3.2440318302387268
0.4501201923076923, 4.616710875331565
0.40937500000000004, 0.4151193633952248
0.3909855769230769, 0.40716180371352806
0.41802884615384617, 0.9920424403183024
0.414423076923077, 1.0159151193633953
0.4043269230769231, 0.6180371352785139
0.39567307692307696, 0.6259946949602115
0.353125, 0.40318302387267835
0.35096153846153844, 0.478779840848806
0.36213942307692315, 0.816976127320955
0.3780048076923077, 0.8488063660477447
0.39531249999999996, 1.1750663129973473
0.38233173076923077, 1.0318302387267897
0.37439903846153855, 1.1074270557029173
0.37512019230769234, 0.9244031830238724
0.36213942307692304, 0.9522546419098141
0.3549278846153847, 0.9283819628647212
0.41874999999999996, 1.8832891246684351
0.39855769230769234, 2.277188328912467
0.38125, 2.185676392572944
0.3668269230769231, 2.412466843501326
0.3563701923076923, 2.9615384615384617
0.32860576923076923, 2.794429708222812
0.3304086538461538, 2.161803713527851
0.38737980769230773, 1.6724137931034475
0.38233173076923077, 1.6923076923076916
0.34987980769230764, 1.4217506631299734
0.35889423076923077, 1.4893899204244025
0.3585336538461539, 1.2347480106100788
0.33906250000000004, 1.06763925729443
0.33545673076923077, 1.2466843501326261
0.32752403846153855, 1.1909814323607435
0.30408653846153855, 1.1114058355437662
0.3174278846153846, 1.385941644562334
0.29218750000000004, 0.343501326259946
0.240625, 0.47082228116710834
0.25865384615384623, 0.93236074270557
0.2860576923076923, 1.2625994694960205
0.2856971153846153, 1.294429708222812
0.3091346153846154, 1.5769230769230766
0.3206730769230769, 1.6923076923076916
0.26838942307692304, 1.6047745358090184
0.26514423076923077, 1.6007957559681696
0.2626201923076923, 1.7360742705570296
0.24747596153846155, 1.751989389920423
0.24387019230769233, 1.3342175066312993
0.240625, 1.1750663129973473
0.2359375, 1.2427055702917773
0.1951923076923077, 0.936339522546418
0.19915865384615386, 0.9124668435013268
0.19951923076923075, 1.2864721485411135
0.21286057692307694, 1.5371352785145884
0.15516826923076923, 1.183023872679045
0.12776442307692307, 1.3421750663129979
0.18689903846153846, 1.8474801061007957
0.2370192307692308, 2.1458885941644565
0.259375, 2.1737400530503983
0.26586538461538467, 2.360742705570292
0.27812500000000007, 2.615384615384615
0.3188701923076923, 3.570291777188329
0.22079326923076922, 2.3527851458885927
0.15372596153846152, 2.141909814323607
0.18185096153846156, 2.1896551724137927
0.20204326923076923, 2.181697612732096
0.2074519230769231, 2.3050397877984086
0.2063701923076923, 2.43236074270557
0.19375, 2.4164456233421747
0.1897836538461539, 2.368700265251989
0.14471153846153845, 2.2413793103448265
0.15264423076923078, 2.448275862068966
0.1393028846153846, 2.4840848806366047
0.1645432692307692, 2.814323607427056
0.18834134615384615, 2.913793103448276
0.2110576923076923, 2.6989389920424394
0.11406249999999998, 2.9734748010610073
0.11875000000000002, 3.1525198938992034
0.12127403846153847, 3.741379310344827
0.24423076923076922, 3.29973474801061
0.27920673076923075, 3.598143236074271
0.25, 3.7294429708222823
0.25468750000000007, 3.7572944297082222
0.2734375, 4.429708222811671
0.25649038461538454, 4.179045092838196
0.23846153846153853, 4.06763925729443
0.22620192307692313, 4.059681697612732
0.2161057692307692, 4.469496021220159
0.2060096153846154, 4.393899204244033
0.18689903846153852, 4.529177718832892
0.16490384615384612, 5.309018567639258
0.5492788461538461, 0.3315649867374004
0.5366586538461539, 0.1883289124668428
0.461298076923077, 0.23209549071617985
0.45625000000000004, 0.275862068965516
0.4721153846153847, 0.5503978779840848
0.4493990384615385, 0.4111405835543769
0.4346153846153846, 0.5742705570291777
0.40576923076923077, 0.4986737400530501
0.3877403846153846, 0.41909814323607364
0.3661057692307692, 0.502652519893898
0.35204326923076923, 0.3793103448275854
0.3567307692307692, 0.4429708222811666
0.3433894230769231, 0.47082228116710834
0.3185096153846154, 0.3832891246684351
0.3080528846153846, 0.458885941644561
0.282451923076923, 0.47480106100795716
0.2745192307692308, 0.5424403183023871
0.2637019230769231, 0.4867374005305036
0.22836538461538466, 0.8766578249336865
0.19591346153846154, 0.8090185676392556
0.2308894230769231, 1.1551724137931032
0.24855769230769229, 1.1710875331564985
0.34807692307692306, 1.2307692307692308
0.296875, 1.3222811671087538
0.2864182692307692, 1.5649867374005302
0.24314903846153849, 1.7320954907161799
0.18581730769230767, 1.206896551724137
0.1731971153846154, 1.656498673740053
0.15769230769230766, 1.6246684350132625
0.11442307692307693, 1.346153846153845
0.11947115384615384, 1.3938992042440326
0.23918269230769232, 2.456233421750663
0.19735576923076922, 2.794429708222812
0.16490384615384612, 3.291777188328913
0.17500000000000002, 3.6339522546419087
