cumuCO2, temp
1008.60215053763, -0.003076923076922533
2092.47311827957, 0.7599999999999998
3279.5698924731187, 1.2092307692307696
4191.397849462365, 1.5723076923076929
5000, 2.076923076923077
5963.440860215053, 2.4646153846153847
7262.365591397849, 2.9630769230769234
8466.666666666666, 3.4492307692307693
